Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-03-31,Yemen,Rial,Yemen-Rial,528.0,2023-03-31,180,2023,2,2023,1,03,31
2023-03-31,Zambia,New Kwacha,Zambia-New Kwacha,21.253,2023-03-31,181,2023,2,2023,1,03,31
2023-03-31,Zimbabwe,RTGS,Zimbabwe-RTGS,894.0,2023-03-31,183,2023,2,2023,1,03,31
2022-12-31,Zambia,New Kwacha,Zambia-New Kwacha,20.377,2023-03-15,178,2023,1,2022,4,12,31
2022-12-31,Argentina,Peso,Argentina-Peso,203.5,2023-02-28,7,2023,1,2022,4,12,31
2022-12-31,Lebanon,Pound,Lebanon-Pound,15000.0,2023-02-15,91,2023,1,2022,4,12,31
2022-12-31,South Sudan,Sudanese Pound,South Sudan-Sudanese Pound,758.0,2023-02-15,144,2023,1,2022,4,12,31
2022-12-31,Syria,Pound,Syria-Pound,4500.0,2023-02-15,152,2023,1,2022,4,12,31
2022-12-31,Pakistan,Rupee,Pakistan-Rupee,267.48,2023-01-31,120,2023,1,2022,4,12,31
2022-12-31,Zimbabwe,RTGS,Zimbabwe-RTGS,795.725,2023-01-31,180,2023,1,2022,4,12,31
2022-12-31,Croatia,Euro,Croatia-Euro,0.925,2023-01-13,43,2023,1,2022,4,12,31
2022-12-31,Egypt,Pound,Egypt-Pound,29.5,2023-01-13,53,2023,1,2022,4,12,31
2022-12-31,Ghana,Cedi,Ghana-Cedi,11.5,2023-01-13,65,2023,1,2022,4,12,31
2022-12-31,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,19.23,2023-01-13,172,2023,1,2022,4,12,31
2022-12-31,Afghanistan,Afghani,Afghanistan-Afghani,89.11,2022-12-31,1,2023,1,2022,4,12,31
2022-12-31,Albania,Lek,Albania-Lek,106.5,2022-12-31,2,2023,1,2022,4,12,31
2022-12-31,Algeria,Dinar,Algeria-Dinar,136.467,2022-12-31,3,2023,1,2022,4,12,31
2022-12-31,Angola,Kwanza,Angola-Kwanza,503.65,2022-12-31,4,2023,1,2022,4,12,31
2022-12-31,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2022-12-31,5,2023,1,2022,4,12,31
2022-12-31,Argentina,Peso,Argentina-Peso,183.0,2022-12-31,6,2023,1,2022,4,12,31
2022-12-31,Armenia,Dram,Armenia-Dram,400.0,2022-12-31,8,2023,1,2022,4,12,31
2022-12-31,Australia,Dollar,Australia-Dollar,1.471,2022-12-31,9,2023,1,2022,4,12,31
2022-12-31,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2022-12-31,10,2023,1,2022,4,12,31
2022-12-31,Bahamas,Dollar,Bahamas-Dollar,1.0,2022-12-31,11,2023,1,2022,4,12,31
2022-12-31,Bahrain,Dinar,Bahrain-Dinar,0.377,2022-12-31,12,2023,1,2022,4,12,31
2022-12-31,Bangladesh,Taka,Bangladesh-Taka,105.0,2022-12-31,13,2023,1,2022,4,12,31
2022-12-31,Barbados,Dollar,Barbados-Dollar,2.02,2022-12-31,14,2023,1,2022,4,12,31
2022-12-31,Belarus,New Ruble,Belarus-New Ruble,2.518,2022-12-31,15,2023,1,2022,4,12,31
2022-12-31,Belize,Dollar,Belize-Dollar,2.0,2022-12-31,16,2023,1,2022,4,12,31
2022-12-31,Benin,CFA Franc,Benin-CFA Franc,614.84,2022-12-31,17,2023,1,2022,4,12,31
2022-12-31,Bermuda,Dollar,Bermuda-Dollar,1.0,2022-12-31,18,2023,1,2022,4,12,31
2022-12-31,Bolivia,Boliviano,Bolivia-Boliviano,6.86,2022-12-31,19,2023,1,2022,4,12,31
2022-12-31,Bosnia,Marka,Bosnia-Marka,1.83,2022-12-31,20,2023,1,2022,4,12,31
2022-12-31,Botswana,Pula,Botswana-Pula,12.739,2022-12-31,21,2023,1,2022,4,12,31
2022-12-31,Brazil,Real,Brazil-Real,5.286,2022-12-31,22,2023,1,2022,4,12,31
2022-12-31,Brunei,Dollar,Brunei-Dollar,1.34,2022-12-31,23,2023,1,2022,4,12,31
2022-12-31,Bulgaria,Lev New,Bulgaria-Lev New,1.83,2022-12-31,24,2023,1,2022,4,12,31
2022-12-31,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,614.84,2022-12-31,25,2023,1,2022,4,12,31
2022-12-31,Burma,Kyat,Burma-Kyat,2100.0,2022-12-31,26,2023,1,2022,4,12,31
2022-12-31,Burundi,Franc,Burundi-Franc,2045.3,2022-12-31,27,2023,1,2022,4,12,31
2022-12-31,Cambodia,Riel,Cambodia-Riel,4051.0,2022-12-31,28,2023,1,2022,4,12,31
2022-12-31,Cameroon,CFA Franc,Cameroon-CFA Franc,613.79,2022-12-31,29,2023,1,2022,4,12,31
2022-12-31,Canada,Dollar,Canada-Dollar,1.354,2022-12-31,30,2023,1,2022,4,12,31
2022-12-31,Cape Verde,Escudo,Cape Verde-Escudo,103.16,2022-12-31,31,2023,1,2022,4,12,31
2022-12-31,Cayman Islands,Dollar,Cayman Islands-Dollar,0.82,2022-12-31,32,2023,1,2022,4,12,31
2022-12-31,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,613.79,2022-12-31,33,2023,1,2022,4,12,31
2022-12-31,Chad,CFA Franc,Chad-CFA Franc,613.79,2022-12-31,34,2023,1,2022,4,12,31
2022-12-31,Chile,Peso,Chile-Peso,851.5,2022-12-31,35,2023,1,2022,4,12,31
2022-12-31,China,Renminbi,China-Renminbi,6.897,2022-12-31,36,2023,1,2022,4,12,31
2022-12-31,Colombia,Peso,Colombia-Peso,4845.83,2022-12-31,37,2023,1,2022,4,12,31
2022-12-31,Comoros,Franc,Comoros-Franc,461.6,2022-12-31,38,2023,1,2022,4,12,31
2022-12-31,Congo,CFA Franc,Congo-CFA Franc,613.79,2022-12-31,39,2023,1,2022,4,12,31
2022-12-31,Costa Rica,Colon,Costa Rica-Colon,591.36,2022-12-31,40,2023,1,2022,4,12,31
2022-12-31,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,614.84,2022-12-31,41,2023,1,2022,4,12,31
2022-12-31,Croatia,KUNA,Croatia-KUNA,6.87,2022-12-31,42,2023,1,2022,4,12,31
2022-12-31,Cuba,Chavito,Cuba-Chavito,1.0,2022-12-31,44,2023,1,2022,4,12,31
2022-12-31,Cuba,Peso,Cuba-Peso,24.0,2022-12-31,45,2023,1,2022,4,12,31
2022-12-31,Czech Republic,Koruna,Czech Republic-Koruna,22.102,2022-12-31,46,2023,1,2022,4,12,31
2022-12-31,Dem. Rep. of Congo,Congolese Franc,Dem. Rep. of Congo-Congolese Franc,2012.0,2022-12-31,47,2023,1,2022,4,12,31
2022-12-31,Denmark,Krone,Denmark-Krone,6.959,2022-12-31,48,2023,1,2022,4,12,31
2022-12-31,Djibouti,Franc,Djibouti-Franc,177.0,2022-12-31,49,2023,1,2022,4,12,31
2022-12-31,Dominican Republic,Peso,Dominican Republic-Peso,55.72,2022-12-31,50,2023,1,2022,4,12,31
2022-12-31,Ecuador,Dolares,Ecuador-Dolares,1.0,2022-12-31,51,2023,1,2022,4,12,31
2022-12-31,Egypt,Pound,Egypt-Pound,24.74,2022-12-31,52,2023,1,2022,4,12,31
2022-12-31,El Salvador,Dollar,El Salvador-Dollar,1.0,2022-12-31,54,2023,1,2022,4,12,31
2022-12-31,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,613.79,2022-12-31,55,2023,1,2022,4,12,31
2022-12-31,Eritrea,Nakfa,Eritrea-Nakfa,15.0,2022-12-31,56,2023,1,2022,4,12,31
2022-12-31,Eswatini,Lilangeni,Eswatini-Lilangeni,16.948,2022-12-31,57,2023,1,2022,4,12,31
2022-12-31,Ethiopia,Birr,Ethiopia-Birr,53.339,2022-12-31,58,2023,1,2022,4,12,31
2022-12-31,Euro Zone,Euro,Euro Zone-Euro,0.936,2022-12-31,59,2023,1,2022,4,12,31
2022-12-31,Fiji,Dollar,Fiji-Dollar,2.176,2022-12-31,60,2023,1,2022,4,12,31
2022-12-31,Gabon,CFA Franc,Gabon-CFA Franc,613.79,2022-12-31,61,2023,1,2022,4,12,31
2022-12-31,Gambia,Dalasi,Gambia-Dalasi,61.0,2022-12-31,62,2023,1,2022,4,12,31
2022-12-31,Georgia,Lari,Georgia-Lari,2.665,2022-12-31,63,2023,1,2022,4,12,31
2022-12-31,Ghana,Cedi,Ghana-Cedi,9.8,2022-12-31,64,2023,1,2022,4,12,31
2022-12-31,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,2022-12-31,66,2023,1,2022,4,12,31
2022-12-31,Guatemala,Quentzal,Guatemala-Quentzal,7.84,2022-12-31,67,2023,1,2022,4,12,31
2022-12-31,Guinea,Franc,Guinea-Franc,8554.0,2022-12-31,69,2023,1,2022,4,12,31
2022-12-31,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,614.84,2022-12-31,68,2023,1,2022,4,12,31
2022-12-31,Guyana,Dollar,Guyana-Dollar,215.0,2022-12-31,70,2023,1,2022,4,12,31
2022-12-31,Haiti,Gourde,Haiti-Gourde,145.0,2022-12-31,71,2023,1,2022,4,12,31
2022-12-31,Honduras,Lempira,Honduras-Lempira,24.552,2022-12-31,72,2023,1,2022,4,12,31
2022-12-31,Hong Kong,Dollar,Hong Kong-Dollar,7.797,2022-12-31,73,2023,1,2022,4,12,31
2022-12-31,Hungary,Forint,Hungary-Forint,374.63,2022-12-31,74,2023,1,2022,4,12,31
2022-12-31,Iceland,Krona,Iceland-Krona,141.61,2022-12-31,75,2023,1,2022,4,12,31
2022-12-31,India,Rupee,India-Rupee,82.599,2022-12-31,76,2023,1,2022,4,12,31
2022-12-31,Indonesia,Rupiah,Indonesia-Rupiah,15528.42,2022-12-31,77,2023,1,2022,4,12,31
2022-12-31,Iran,Rial,Iran-Rial,42000.0,2022-12-31,78,2023,1,2022,4,12,31
2022-12-31,Iraq,Dinar,Iraq-Dinar,1458.53,2022-12-31,79,2023,1,2022,4,12,31
2022-12-31,Israel,Shekel,Israel-Shekel,3.518,2022-12-31,80,2023,1,2022,4,12,31
2022-12-31,Jamaica,Dollar,Jamaica-Dollar,150.0,2022-12-31,81,2023,1,2022,4,12,31
2022-12-31,Japan,Yen,Japan-Yen,131.83,2022-12-31,82,2023,1,2022,4,12,31
2022-12-31,Jordan,Dinar,Jordan-Dinar,0.708,2022-12-31,83,2023,1,2022,4,12,31
2022-12-31,Kazakhstan,Tenge,Kazakhstan-Tenge,462.54,2022-12-31,84,2023,1,2022,4,12,31
2022-12-31,Kenya,Shilling,Kenya-Shilling,123.25,2022-12-31,85,2023,1,2022,4,12,31
2022-12-31,Korea,Won,Korea-Won,1252.61,2022-12-31,86,2023,1,2022,4,12,31
2022-12-31,Kuwait,Dinar,Kuwait-Dinar,0.306,2022-12-31,87,2023,1,2022,4,12,31
2022-12-31,Kyrgyzstan,Som,Kyrgyzstan-Som,85.68,2022-12-31,88,2023,1,2022,4,12,31
2022-12-31,Laos,Kip,Laos-Kip,17217.0,2022-12-31,89,2023,1,2022,4,12,31
2022-12-31,Lebanon,Pound,Lebanon-Pound,1500.0,2022-12-31,90,2023,1,2022,4,12,31
2022-12-31,Lesotho,Maloti,Lesotho-Maloti,16.948,2022-12-31,92,2023,1,2022,4,12,31
2022-12-31,Liberia,Dollar,Liberia-Dollar,153.5,2022-12-31,93,2023,1,2022,4,12,31
2022-12-31,Libya,Dinar,Libya-Dinar,4.817,2022-12-31,94,2023,1,2022,4,12,31
2022-12-31,Madagascar,Ariary,Madagascar-Ariary,4360.0,2022-12-31,95,2023,1,2022,4,12,31
2022-12-31,Malawi,Kwacha,Malawi-Kwacha,1035.49,2022-12-31,96,2023,1,2022,4,12,31
2022-12-31,Malaysia,Ringgit,Malaysia-Ringgit,4.4,2022-12-31,97,2023,1,2022,4,12,31
2022-12-31,Maldives,Rufiyaa,Maldives-Rufiyaa,15.42,2022-12-31,98,2023,1,2022,4,12,31
2022-12-31,Mali,CFA Franc,Mali-CFA Franc,614.84,2022-12-31,99,2023,1,2022,4,12,31
2022-12-31,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1.0,2022-12-31,100,2023,1,2022,4,12,31
2022-12-31,Mauritania,Ouguiya,Mauritania-Ouguiya,37.0,2022-12-31,101,2023,1,2022,4,12,31
2022-12-31,Mauritius,Rupee,Mauritius-Rupee,43.85,2022-12-31,102,2023,1,2022,4,12,31
2022-12-31,Mexico,Peso,Mexico-Peso,19.546,2022-12-31,103,2023,1,2022,4,12,31
2022-12-31,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1.0,2022-12-31,104,2023,1,2022,4,12,31
2022-12-31,Moldova,LEU,Moldova-LEU,19.08,2022-12-31,105,2023,1,2022,4,12,31
2022-12-31,Mongolia,Tugrik,Mongolia-Tugrik,3443.37,2022-12-31,106,2023,1,2022,4,12,31
2022-12-31,Morocco,Dirham,Morocco-Dirham,10.48,2022-12-31,107,2023,1,2022,4,12,31
2022-12-31,Mozambique,Metical,Mozambique-Metical,63.24,2022-12-31,108,2023,1,2022,4,12,31
2022-12-31,Nambia,Dollar,Nambia-Dollar,16.948,2022-12-31,109,2023,1,2022,4,12,31
2022-12-31,Nepal,Rupee,Nepal-Rupee,132.25,2022-12-31,110,2023,1,2022,4,12,31
2022-12-31,Netherlands,Euro,Netherlands-Euro,0.936,2022-12-31,111,2023,1,2022,4,12,31
2022-12-31,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,2022-12-31,112,2023,1,2022,4,12,31
2022-12-31,New Zealand,Dollar,New Zealand-Dollar,1.575,2022-12-31,113,2023,1,2022,4,12,31
2022-12-31,Nicaragua,Cordoba,Nicaragua-Cordoba,36.15,2022-12-31,114,2023,1,2022,4,12,31
2022-12-31,Niger,CFA Franc,Niger-CFA Franc,614.84,2022-12-31,115,2023,1,2022,4,12,31
2022-12-31,Nigeria,Naira,Nigeria-Naira,440.0,2022-12-31,116,2023,1,2022,4,12,31
2022-12-31,Norway,Krone,Norway-Krone,9.831,2022-12-31,117,2023,1,2022,4,12,31
2022-12-31,Oman,Rial,Oman-Rial,0.385,2022-12-31,118,2023,1,2022,4,12,31
2022-12-31,Pakistan,Rupee,Pakistan-Rupee,226.4,2022-12-31,119,2023,1,2022,4,12,31
2022-12-31,Palau,Dollar,Palau-Dollar,1.0,2022-12-31,121,2023,1,2022,4,12,31
2022-12-31,Panama,Dolares,Panama-Dolares,1.0,2022-12-31,122,2023,1,2022,4,12,31
2022-12-31,Papua New Guinea,Kina,Papua New Guinea-Kina,3.431,2022-12-31,123,2023,1,2022,4,12,31
2022-12-31,Paraguay,Guarani,Paraguay-Guarani,7309.61,2022-12-31,124,2023,1,2022,4,12,31
2022-12-31,Peru,Sol,Peru-Sol,3.786,2022-12-31,125,2023,1,2022,4,12,31
2022-12-31,Philippines,Peso,Philippines-Peso,55.606,2022-12-31,126,2023,1,2022,4,12,31
2022-12-31,Poland,Zloty,Poland-Zloty,4.38,2022-12-31,127,2023,1,2022,4,12,31
2022-12-31,Qatar,Riyal,Qatar-Riyal,3.64,2022-12-31,128,2023,1,2022,4,12,31
2022-12-31,Rep. of N. Macedonia,Denar,Rep. of N. Macedonia-Denar,57.56,2022-12-31,129,2023,1,2022,4,12,31
2022-12-31,Romania,New Leu,Romania-New Leu,4.627,2022-12-31,130,2023,1,2022,4,12,31
2022-12-31,Russia,Ruble,Russia-Ruble,71.481,2022-12-31,131,2023,1,2022,4,12,31
2022-12-31,Rwanda,Franc,Rwanda-Franc,1060.0,2022-12-31,132,2023,1,2022,4,12,31
2022-12-31,Sao Tome & Principe,New Dobras,Sao Tome & Principe-New Dobras,23.062,2022-12-31,133,2023,1,2022,4,12,31
2022-12-31,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,2022-12-31,134,2023,1,2022,4,12,31
2022-12-31,Senegal,CFA Franc,Senegal-CFA Franc,614.84,2022-12-31,135,2023,1,2022,4,12,31
2022-12-31,Serbia,Dinar,Serbia-Dinar,109.69,2022-12-31,136,2023,1,2022,4,12,31
2022-12-31,Seychelles,Rupee,Seychelles-Rupee,12.87,2022-12-31,137,2023,1,2022,4,12,31
2022-12-31,Sierra Leone,Leone,Sierra Leone-Leone,18.8,2022-12-31,138,2023,1,2022,4,12,31
2022-12-31,Singapore,Dollar,Singapore-Dollar,1.34,2022-12-31,139,2023,1,2022,4,12,31
2022-12-31,Solomon Islands,Dollar,Solomon Islands-Dollar,7.949,2022-12-31,140,2023,1,2022,4,12,31
2022-12-31,Somali,Shilling,Somali-Shilling,565.0,2022-12-31,141,2023,1,2022,4,12,31
2022-12-31,South Africa,Rand,South Africa-Rand,16.948,2022-12-31,142,2023,1,2022,4,12,31
2022-12-31,South Sudan,Sudanese Pound,South Sudan-Sudanese Pound,669.0,2022-12-31,143,2023,1,2022,4,12,31
2022-12-31,Sri Lanka,Rupee,Sri Lanka-Rupee,363.0,2022-12-31,145,2023,1,2022,4,12,31
2022-12-31,St. Lucia,E. Caribbean Dollar,St. Lucia-E. Caribbean Dollar,2.7,2022-12-31,146,2023,1,2022,4,12,31
2022-12-31,Sudan,Pound,Sudan-Pound,576.0,2022-12-31,147,2023,1,2022,4,12,31
2022-12-31,Suriname,Dollar,Suriname-Dollar,31.714,2022-12-31,148,2023,1,2022,4,12,31
2022-12-31,Sweden,Krona,Sweden-Krona,10.386,2022-12-31,149,2023,1,2022,4,12,31
2022-12-31,Switzerland,Franc,Switzerland-Franc,0.923,2022-12-31,150,2023,1,2022,4,12,31
2022-12-31,Syria,Pound,Syria-Pound,2510.0,2022-12-31,151,2023,1,2022,4,12,31
2022-12-31,Taiwan,Dollar,Taiwan-Dollar,30.648,2022-12-31,153,2023,1,2022,4,12,31
2022-12-31,Tajikistan,Somoni,Tajikistan-Somoni,10.16,2022-12-31,154,2023,1,2022,4,12,31
2022-12-31,Tanzania,Shilling,Tanzania-Shilling,2329.0,2022-12-31,155,2023,1,2022,4,12,31
2022-12-31,Thailand,Baht,Thailand-Baht,34.52,2022-12-31,156,2023,1,2022,4,12,31
2022-12-31,Timor,Leste-Dili,Timor-Leste-Dili,1.0,2022-12-31,157,2023,1,2022,4,12,31
2022-12-31,Togo,CFA Franc,Togo-CFA Franc,614.84,2022-12-31,158,2023,1,2022,4,12,31
2022-12-31,Tonga,Pa'anga,Tonga-Pa'anga,2.261,2022-12-31,159,2023,1,2022,4,12,31
2022-12-31,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.765,2022-12-31,160,2023,1,2022,4,12,31
2022-12-31,Tunisia,Dinar,Tunisia-Dinar,3.094,2022-12-31,161,2023,1,2022,4,12,31
2022-12-31,Turkey,New Lira,Turkey-New Lira,18.711,2022-12-31,162,2023,1,2022,4,12,31
2022-12-31,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2022-12-31,163,2023,1,2022,4,12,31
2022-12-31,Uganda,Shilling,Uganda-Shilling,3715.0,2022-12-31,164,2023,1,2022,4,12,31
2022-12-31,Ukraine,Hryvnia,Ukraine-Hryvnia,36.569,2022-12-31,165,2023,1,2022,4,12,31
2022-12-31,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2022-12-31,166,2023,1,2022,4,12,31
2022-12-31,United Kingdom,Pound,United Kingdom-Pound,0.83,2022-12-31,167,2023,1,2022,4,12,31
2022-12-31,Uruguay,Peso,Uruguay-Peso,39.95,2022-12-31,168,2023,1,2022,4,12,31
2022-12-31,Uzbekistan,Som,Uzbekistan-Som,11224.32,2022-12-31,169,2023,1,2022,4,12,31
2022-12-31,Vanuatu,Vatu,Vanuatu-Vatu,119.9,2022-12-31,170,2023,1,2022,4,12,31
2022-12-31,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,17.236,2022-12-31,171,2023,1,2022,4,12,31
2022-12-31,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832.0,2022-12-31,173,2023,1,2022,4,12,31
2022-12-31,Vietnam,Dong,Vietnam-Dong,23610.0,2022-12-31,174,2023,1,2022,4,12,31
2022-12-31,Western Samoa,Tala,Western Samoa-Tala,2.607,2022-12-31,175,2023,1,2022,4,12,31
2022-12-31,Yemen,Rial,Yemen-Rial,580.0,2022-12-31,176,2023,1,2022,4,12,31
2022-12-31,Zambia,New Kwacha,Zambia-New Kwacha,18.1,2022-12-31,177,2023,1,2022,4,12,31
