Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-12-31,Zimbabwe,RTGS,Zimbabwe-RTGS,654.66,2022-12-31,179,2023,1,2022,4,12,31
2022-09-30,Gambia,Dalasi,Gambia-Dalasi,61.0,2022-12-15,62,2022,4,2022,3,09,30
2022-09-30,Hungary,Forint,Hungary-Forint,382.18,2022-12-15,76,2022,4,2022,3,09,30
2022-09-30,New Zealand,Dollar,New Zealand-Dollar,1.566,2022-12-15,114,2022,4,2022,3,09,30
2022-09-30,Poland,Zloty,Poland-Zloty,4.414,2022-12-15,127,2022,4,2022,3,09,30
2022-09-30,Russia,Ruble,Russia-Ruble,64.39,2022-12-15,133,2022,4,2022,3,09,30
2022-09-30,United Kingdom,Pound,United Kingdom-Pound,0.812,2022-12-15,171,2022,4,2022,3,09,30
2022-09-30,Zambia,New Kwacha,Zambia-New Kwacha,17.534,2022-12-15,182,2022,4,2022,3,09,30
2022-09-30,Argentina,Peso,Argentina-Peso,173.75,2022-11-30,8,2022,4,2022,3,09,30
2022-09-30,Suriname,Dollar,Suriname-Dollar,30.95,2022-11-30,151,2022,4,2022,3,09,30
2022-09-30,Haiti,Gourde,Haiti-Gourde,133.0,2022-11-15,72,2022,4,2022,3,09,30
2022-09-30,Sierra Leone,Leone,Sierra Leone-Leone,18.0,2022-11-15,141,2022,4,2022,3,09,30
2022-09-30,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,9.29,2022-11-15,176,2022,4,2022,3,09,30
2022-09-30,Angola,Kwanza,Angola-Kwanza,473.0,2022-10-31,5,2022,4,2022,3,09,30
2022-09-30,Egypt,Pound,Egypt-Pound,24.15,2022-10-31,53,2022,4,2022,3,09,30
2022-09-30,Ghana,Cedi,Ghana-Cedi,13.5,2022-10-31,65,2022,4,2022,3,09,30
2022-09-30,Afghanistan,Afghani,Afghanistan-Afghani,88.04,2022-09-30,1,2022,4,2022,3,09,30
2022-09-30,Albania,Lek,Albania-Lek,118.93,2022-09-30,2,2022,4,2022,3,09,30
2022-09-30,Algeria,Dinar,Algeria-Dinar,140.422,2022-09-30,3,2022,4,2022,3,09,30
2022-09-30,Angola,Kwanza,Angola-Kwanza,423.412,2022-09-30,4,2022,4,2022,3,09,30
2022-09-30,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2022-09-30,6,2022,4,2022,3,09,30
2022-09-30,Argentina,Peso,Argentina-Peso,153.0,2022-09-30,7,2022,4,2022,3,09,30
2022-09-30,Armenia,Dram,Armenia-Dram,420.0,2022-09-30,9,2022,4,2022,3,09,30
2022-09-30,Australia,Dollar,Australia-Dollar,1.547,2022-09-30,10,2022,4,2022,3,09,30
2022-09-30,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2022-09-30,11,2022,4,2022,3,09,30
2022-09-30,Bahamas,Dollar,Bahamas-Dollar,1.0,2022-09-30,12,2022,4,2022,3,09,30
2022-09-30,Bahrain,Dinar,Bahrain-Dinar,0.377,2022-09-30,13,2022,4,2022,3,09,30
2022-09-30,Bangladesh,Taka,Bangladesh-Taka,103.0,2022-09-30,14,2022,4,2022,3,09,30
2022-09-30,Barbados,Dollar,Barbados-Dollar,2.02,2022-09-30,15,2022,4,2022,3,09,30
2022-09-30,Belarus,New Ruble,Belarus-New Ruble,2.518,2022-09-30,16,2022,4,2022,3,09,30
2022-09-30,Belize,Dollar,Belize-Dollar,2.0,2022-09-30,17,2022,4,2022,3,09,30
2022-09-30,Benin,CFA Franc,Benin-CFA Franc,673.48,2022-09-30,18,2022,4,2022,3,09,30
2022-09-30,Bermuda,Dollar,Bermuda-Dollar,1.0,2022-09-30,19,2022,4,2022,3,09,30
2022-09-30,Bolivia,Boliviano,Bolivia-Boliviano,6.85,2022-09-30,20,2022,4,2022,3,09,30
2022-09-30,Bosnia,Marka,Bosnia-Marka,2.006,2022-09-30,21,2022,4,2022,3,09,30
2022-09-30,Botswana,Pula,Botswana-Pula,13.28,2022-09-30,22,2022,4,2022,3,09,30
2022-09-30,Brazil,Real,Brazil-Real,5.397,2022-09-30,23,2022,4,2022,3,09,30
2022-09-30,Brunei,Dollar,Brunei-Dollar,1.436,2022-09-30,24,2022,4,2022,3,09,30
2022-09-30,Bulgaria,Lev New,Bulgaria-Lev New,2.006,2022-09-30,25,2022,4,2022,3,09,30
2022-09-30,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,673.48,2022-09-30,26,2022,4,2022,3,09,30
2022-09-30,Burma,Kyat,Burma-Kyat,2100.0,2022-09-30,27,2022,4,2022,3,09,30
2022-09-30,Burundi,Franc,Burundi-Franc,2031.97,2022-09-30,28,2022,4,2022,3,09,30
2022-09-30,Cambodia,Riel,Cambodia-Riel,4051.0,2022-09-30,29,2022,4,2022,3,09,30
2022-09-30,Cameroon,CFA Franc,Cameroon-CFA Franc,672.91,2022-09-30,30,2022,4,2022,3,09,30
2022-09-30,Canada,Dollar,Canada-Dollar,1.374,2022-09-30,31,2022,4,2022,3,09,30
2022-09-30,Cape Verde,Escudo,Cape Verde-Escudo,113.0,2022-09-30,32,2022,4,2022,3,09,30
2022-09-30,Cayman Island,Dollar,Cayman Island-Dollar,0.82,2022-09-30,33,2022,4,2022,3,09,30
2022-09-30,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,672.91,2022-09-30,34,2022,4,2022,3,09,30
2022-09-30,Chad,CFA Franc,Chad-CFA Franc,672.91,2022-09-30,35,2022,4,2022,3,09,30
2022-09-30,Chile,Peso,Chile-Peso,960.1,2022-09-30,36,2022,4,2022,3,09,30
2022-09-30,China,Renminbi,China-Renminbi,7.114,2022-09-30,37,2022,4,2022,3,09,30
2022-09-30,Colombia,Peso,Colombia-Peso,4518.3,2022-09-30,38,2022,4,2022,3,09,30
2022-09-30,Comoros,Franc,Comoros-Franc,507.53,2022-09-30,39,2022,4,2022,3,09,30
2022-09-30,Congo,CFA Franc,Congo-CFA Franc,672.91,2022-09-30,40,2022,4,2022,3,09,30
2022-09-30,Costa Rica,Colon,Costa Rica-Colon,625.39,2022-09-30,41,2022,4,2022,3,09,30
2022-09-30,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,673.48,2022-09-30,42,2022,4,2022,3,09,30
2022-09-30,Croatia,KUNA,Croatia-KUNA,7.63,2022-09-30,43,2022,4,2022,3,09,30
2022-09-30,Cuba,Chavito,Cuba-Chavito,1.0,2022-09-30,44,2022,4,2022,3,09,30
2022-09-30,Cuba,Peso,Cuba-Peso,24.0,2022-09-30,45,2022,4,2022,3,09,30
2022-09-30,Czech. Republic,Koruna,Czech. Republic-Koruna,24.371,2022-09-30,46,2022,4,2022,3,09,30
2022-09-30,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1998.5,2022-09-30,47,2022,4,2022,3,09,30
2022-09-30,Denmark,Krone,Denmark-Krone,7.629,2022-09-30,48,2022,4,2022,3,09,30
2022-09-30,Djibouti,Franc,Djibouti-Franc,177.0,2022-09-30,49,2022,4,2022,3,09,30
2022-09-30,Dominican Republic,Peso,Dominican Republic-Peso,53.31,2022-09-30,50,2022,4,2022,3,09,30
2022-09-30,Ecuador,Dolares,Ecuador-Dolares,1.0,2022-09-30,51,2022,4,2022,3,09,30
2022-09-30,Egypt,Pound,Egypt-Pound,19.49,2022-09-30,52,2022,4,2022,3,09,30
2022-09-30,El Salvador,Dollar,El Salvador-Dollar,1.0,2022-09-30,54,2022,4,2022,3,09,30
2022-09-30,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,672.91,2022-09-30,55,2022,4,2022,3,09,30
2022-09-30,Eritrea,Nakfa,Eritrea-Nakfa,15.0,2022-09-30,56,2022,4,2022,3,09,30
2022-09-30,Ethiopia,Birr,Ethiopia-Birr,52.548,2022-09-30,57,2022,4,2022,3,09,30
2022-09-30,Euro Zone,Euro,Euro Zone-Euro,1.026,2022-09-30,58,2022,4,2022,3,09,30
2022-09-30,Fiji,Dollar,Fiji-Dollar,2.27,2022-09-30,59,2022,4,2022,3,09,30
2022-09-30,Gabon,CFA Franc,Gabon-CFA Franc,672.91,2022-09-30,60,2022,4,2022,3,09,30
2022-09-30,Gambia,Dalasi,Gambia-Dalasi,55.0,2022-09-30,61,2022,4,2022,3,09,30
2022-09-30,Georgia,Lari,Georgia-Lari,2.792,2022-09-30,63,2022,4,2022,3,09,30
2022-09-30,Ghana,Cedi,Ghana-Cedi,10.2,2022-09-30,64,2022,4,2022,3,09,30
2022-09-30,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,2022-09-30,66,2022,4,2022,3,09,30
2022-09-30,Guatemala,Quetzal,Guatemala-Quetzal,7.852,2022-09-30,67,2022,4,2022,3,09,30
2022-09-30,Guinea,Franc,Guinea-Franc,8595.4,2022-09-30,69,2022,4,2022,3,09,30
2022-09-30,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,673.48,2022-09-30,68,2022,4,2022,3,09,30
2022-09-30,Guyana,Dollar,Guyana-Dollar,215.0,2022-09-30,70,2022,4,2022,3,09,30
2022-09-30,Haiti,Gourde,Haiti-Gourde,116.944,2022-09-30,71,2022,4,2022,3,09,30
2022-09-30,Honduras,Lempira,Honduras-Lempira,24.56,2022-09-30,73,2022,4,2022,3,09,30
2022-09-30,Hong Kong,Dollar,Hong Kong-Dollar,7.85,2022-09-30,74,2022,4,2022,3,09,30
2022-09-30,Hungary,Forint,Hungary-Forint,432.45,2022-09-30,75,2022,4,2022,3,09,30
2022-09-30,Iceland,Krona,Iceland-Krona,144.39,2022-09-30,77,2022,4,2022,3,09,30
2022-09-30,India,Rupee,India-Rupee,81.476,2022-09-30,78,2022,4,2022,3,09,30
2022-09-30,Indonesia,Rupiah,Indonesia-Rupiah,15209.78,2022-09-30,79,2022,4,2022,3,09,30
2022-09-30,Iran,Rial,Iran-Rial,42000.0,2022-09-30,80,2022,4,2022,3,09,30
2022-09-30,Iraq,Dinar,Iraq-Dinar,1458.54,2022-09-30,81,2022,4,2022,3,09,30
2022-09-30,Israel,Shekel,Israel-Shekel,3.565,2022-09-30,82,2022,4,2022,3,09,30
2022-09-30,Jamaica,Dollar,Jamaica-Dollar,150.0,2022-09-30,83,2022,4,2022,3,09,30
2022-09-30,Japan,Yen,Japan-Yen,144.63,2022-09-30,84,2022,4,2022,3,09,30
2022-09-30,Jordan,Dinar,Jordan-Dinar,0.708,2022-09-30,85,2022,4,2022,3,09,30
2022-09-30,Kazakhstan,Tenge,Kazakhstan-Tenge,476.39,2022-09-30,86,2022,4,2022,3,09,30
2022-09-30,Kenya,Shilling,Kenya-Shilling,120.65,2022-09-30,87,2022,4,2022,3,09,30
2022-09-30,Korea,Won,Korea-Won,1436.66,2022-09-30,88,2022,4,2022,3,09,30
2022-09-30,Kuwait,Dinar,Kuwait-Dinar,0.31,2022-09-30,89,2022,4,2022,3,09,30
2022-09-30,Kyrgyzstan,Som,Kyrgyzstan-Som,80.183,2022-09-30,90,2022,4,2022,3,09,30
2022-09-30,Laos,Kip,Laos-Kip,16473.5,2022-09-30,91,2022,4,2022,3,09,30
2022-09-30,Lebanon,Pound,Lebanon-Pound,1500.0,2022-09-30,92,2022,4,2022,3,09,30
2022-09-30,Lesotho,Maloti,Lesotho-Maloti,17.988,2022-09-30,93,2022,4,2022,3,09,30
2022-09-30,Liberia,Dollar,Liberia-Dollar,152.5,2022-09-30,94,2022,4,2022,3,09,30
2022-09-30,Libya,Dinar,Libya-Dinar,5.042,2022-09-30,95,2022,4,2022,3,09,30
2022-09-30,Madagascar,Ariary,Madagascar-Ariary,4120.0,2022-09-30,96,2022,4,2022,3,09,30
2022-09-30,Malawi,Kwacha,Malawi-Kwacha,1035.49,2022-09-30,97,2022,4,2022,3,09,30
2022-09-30,Malaysia,Ringgit,Malaysia-Ringgit,4.635,2022-09-30,98,2022,4,2022,3,09,30
2022-09-30,Maldives,Rufiyaa,Maldives-Rufiyaa,15.4,2022-09-30,99,2022,4,2022,3,09,30
2022-09-30,Mali,CFA Franc,Mali-CFA Franc,673.48,2022-09-30,100,2022,4,2022,3,09,30
2022-09-30,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1.0,2022-09-30,101,2022,4,2022,3,09,30
2022-09-30,Mauritania,Ouguiya,Mauritania-Ouguiya,37.0,2022-09-30,102,2022,4,2022,3,09,30
2022-09-30,Mauritius,Rupee,Mauritius-Rupee,45.6,2022-09-30,103,2022,4,2022,3,09,30
2022-09-30,Mexico,Peso,Mexico-Peso,20.149,2022-09-30,104,2022,4,2022,3,09,30
2022-09-30,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1.0,2022-09-30,105,2022,4,2022,3,09,30
2022-09-30,Moldova,LEU,Moldova-LEU,19.401,2022-09-30,106,2022,4,2022,3,09,30
2022-09-30,Mongolia,Tugrik,Mongolia-Tugrik,3333.02,2022-09-30,107,2022,4,2022,3,09,30
2022-09-30,Morocco,Dirham,Morocco-Dirham,11.062,2022-09-30,108,2022,4,2022,3,09,30
2022-09-30,Mozambique,Metical,Mozambique-Metical,63.11,2022-09-30,109,2022,4,2022,3,09,30
2022-09-30,Nambia,Dollar,Nambia-Dollar,17.988,2022-09-30,110,2022,4,2022,3,09,30
2022-09-30,Nepal,Rupee,Nepal-Rupee,130.5,2022-09-30,111,2022,4,2022,3,09,30
2022-09-30,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,2022-09-30,112,2022,4,2022,3,09,30
2022-09-30,New Zealand,Dollar,New Zealand-Dollar,1.761,2022-09-30,113,2022,4,2022,3,09,30
2022-09-30,Nicaragua,Cordoba,Nicaragua-Cordoba,36.0,2022-09-30,115,2022,4,2022,3,09,30
2022-09-30,Niger,CFA Franc,Niger-CFA Franc,673.48,2022-09-30,116,2022,4,2022,3,09,30
2022-09-30,Nigeria,Naira,Nigeria-Naira,428.0,2022-09-30,117,2022,4,2022,3,09,30
2022-09-30,Norway,Krone,Norway-Krone,10.819,2022-09-30,118,2022,4,2022,3,09,30
2022-09-30,Oman,Rial,Oman-Rial,0.385,2022-09-30,119,2022,4,2022,3,09,30
2022-09-30,Pakistan,Rupee,Pakistan-Rupee,227.77,2022-09-30,120,2022,4,2022,3,09,30
2022-09-30,Panama,Dolares,Panama-Dolares,1.0,2022-09-30,121,2022,4,2022,3,09,30
2022-09-30,Papua New Guinea,Kina,Papua New Guinea-Kina,3.431,2022-09-30,122,2022,4,2022,3,09,30
2022-09-30,Paraguay,Guarani,Paraguay-Guarani,7046.0,2022-09-30,123,2022,4,2022,3,09,30
2022-09-30,Peru,Sol,Peru-Sol,3.968,2022-09-30,124,2022,4,2022,3,09,30
2022-09-30,Philippines,Peso,Philippines-Peso,58.745,2022-09-30,125,2022,4,2022,3,09,30
2022-09-30,Poland,Zloty,Poland-Zloty,4.973,2022-09-30,126,2022,4,2022,3,09,30
2022-09-30,Qatar,Riyal,Qatar-Riyal,3.678,2022-09-30,128,2022,4,2022,3,09,30
2022-09-30,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,63.05,2022-09-30,129,2022,4,2022,3,09,30
2022-09-30,Republic of Palau,Dollar,Republic of Palau-Dollar,1.0,2022-09-30,130,2022,4,2022,3,09,30
2022-09-30,Romania,New Leu,Romania-New Leu,5.075,2022-09-30,131,2022,4,2022,3,09,30
2022-09-30,Russia,Ruble,Russia-Ruble,57.7,2022-09-30,132,2022,4,2022,3,09,30
2022-09-30,Rwanda,Franc,Rwanda-Franc,1030.0,2022-09-30,134,2022,4,2022,3,09,30
2022-09-30,Sao Tome & Principe,New Dobras,Sao Tome & Principe-New Dobras,25.405,2022-09-30,135,2022,4,2022,3,09,30
2022-09-30,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,2022-09-30,136,2022,4,2022,3,09,30
2022-09-30,Senegal,CFA Franc,Senegal-CFA Franc,673.48,2022-09-30,137,2022,4,2022,3,09,30
2022-09-30,Serbia,Dinar,Serbia-Dinar,120.26,2022-09-30,138,2022,4,2022,3,09,30
2022-09-30,Seychelles,Rupee,Seychelles-Rupee,13.11,2022-09-30,139,2022,4,2022,3,09,30
2022-09-30,Sierra Leone,Leone,Sierra Leone-Leone,15.78,2022-09-30,140,2022,4,2022,3,09,30
2022-09-30,Singapore,Dollar,Singapore-Dollar,1.436,2022-09-30,142,2022,4,2022,3,09,30
2022-09-30,Solomon Islands,Dollar,Solomon Islands-Dollar,8.078,2022-09-30,143,2022,4,2022,3,09,30
2022-09-30,Somali,Shilling,Somali-Shilling,565.0,2022-09-30,144,2022,4,2022,3,09,30
2022-09-30,South,Sudanese-Pound,South-Sudanese-Pound,620.0,2022-09-30,146,2022,4,2022,3,09,30
2022-09-30,South Africa,Rand,South Africa-Rand,17.988,2022-09-30,145,2022,4,2022,3,09,30
2022-09-30,Sri Lanka,Rupee,Sri Lanka-Rupee,362.0,2022-09-30,147,2022,4,2022,3,09,30
2022-09-30,St. Lucia,E. Caribbean Dollar,St. Lucia-E. Caribbean Dollar,2.7,2022-09-30,148,2022,4,2022,3,09,30
2022-09-30,Sudan,Pound,Sudan-Pound,574.0,2022-09-30,149,2022,4,2022,3,09,30
2022-09-30,Suriname,Dollar,Suriname-Dollar,28.007,2022-09-30,150,2022,4,2022,3,09,30
2022-09-30,Swaziland,Langeni,Swaziland-Langeni,17.988,2022-09-30,152,2022,4,2022,3,09,30
2022-09-30,Sweden,Krona,Sweden-Krona,11.177,2022-09-30,153,2022,4,2022,3,09,30
2022-09-30,Switzerland,Franc,Switzerland-Franc,0.981,2022-09-30,154,2022,4,2022,3,09,30
2022-09-30,Syria,Pound,Syria-Pound,2511.0,2022-09-30,155,2022,4,2022,3,09,30
2022-09-30,Taiwan,Dollar,Taiwan-Dollar,31.817,2022-09-30,156,2022,4,2022,3,09,30
2022-09-30,Tajikistan,Somoni,Tajikistan-Somoni,9.75,2022-09-30,157,2022,4,2022,3,09,30
2022-09-30,Tanzania,Shilling,Tanzania-Shilling,2327.0,2022-09-30,158,2022,4,2022,3,09,30
2022-09-30,Thailand,Baht,Thailand-Baht,37.79,2022-09-30,159,2022,4,2022,3,09,30
2022-09-30,Timor,Leste-Dili,Timor-Leste-Dili,1.0,2022-09-30,160,2022,4,2022,3,09,30
2022-09-30,Togo,CFA Franc,Togo-CFA Franc,673.48,2022-09-30,161,2022,4,2022,3,09,30
2022-09-30,Tonga,Pa'anga,Tonga-Pa'anga,2.364,2022-09-30,162,2022,4,2022,3,09,30
2022-09-30,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.745,2022-09-30,163,2022,4,2022,3,09,30
2022-09-30,Tunisia,Dinar,Tunisia-Dinar,3.256,2022-09-30,164,2022,4,2022,3,09,30
2022-09-30,Turkey,New Lira,Turkey-New Lira,18.549,2022-09-30,165,2022,4,2022,3,09,30
2022-09-30,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2022-09-30,166,2022,4,2022,3,09,30
2022-09-30,Uganda,Shilling,Uganda-Shilling,3846.32,2022-09-30,167,2022,4,2022,3,09,30
2022-09-30,Ukraine,Hryvnia,Ukraine-Hryvnia,36.93,2022-09-30,168,2022,4,2022,3,09,30
2022-09-30,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2022-09-30,169,2022,4,2022,3,09,30
2022-09-30,United Kingdom,Pound,United Kingdom-Pound,0.906,2022-09-30,170,2022,4,2022,3,09,30
2022-09-30,Uruguay,Peso,Uruguay-Peso,41.33,2022-09-30,172,2022,4,2022,3,09,30
2022-09-30,Uzbekistan,Som,Uzbekistan-Som,10983.7,2022-09-30,173,2022,4,2022,3,09,30
2022-09-30,Vanuatu,Vatu,Vanuatu-Vatu,120.89,2022-09-30,174,2022,4,2022,3,09,30
2022-09-30,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,8.163,2022-09-30,175,2022,4,2022,3,09,30
2022-09-30,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832.0,2022-09-30,177,2022,4,2022,3,09,30
2022-09-30,Vietnam,Dong,Vietnam-Dong,23855.0,2022-09-30,178,2022,4,2022,3,09,30
2022-09-30,Western Samoa,Tala,Western Samoa-Tala,2.763,2022-09-30,179,2022,4,2022,3,09,30
2022-09-30,Yemen,Rial,Yemen-Rial,580.0,2022-09-30,180,2022,4,2022,3,09,30
2022-09-30,Zambia,New Kwacha,Zambia-New Kwacha,15.734,2022-09-30,181,2022,4,2022,3,09,30
2022-09-30,Zimbabwe,RTGS,Zimbabwe-RTGS,606.345,2022-09-30,183,2022,4,2022,3,09,30
